Brand:,Product name,Processor,Video graphics,Video graphics Memorey,RAM,Hard drive,Display,Display Resolution,Display Refresh Rate,Operating System,Keyboard,Battery,Webcam,Connections,Dimensions,Weight,Colors,Warranty,Price,Processor Generation,Processor Details,Product number,Power supply type,Laptop Color,Finger Print,SUPPORT SSD M2,Pointing device,Optical drive,Series :
Lenovo,ThinkPad E15 Gen 2,Intel Core I7-1165G7,NVIDIA® GeForce MX450 2GB,2GB GDDR5,1x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2242 PCIe® 3.0x4 NVMe®,"15.6"" FHD IPS 250nits Anti-glare, 45% NTSC",1920 x 1080,,DOS,"Non-backlit, English (UK)",Integrated 45Wh,HD 720p with Privacy Shutter,"1x USB 2.0 1x USB 3.2 Gen 1 (Always On) 1x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4) 1x HDMI® 1.4b 1x Ethernet (RJ-45) 1x Headphone / microphone combo jack (3.5mm)",365 x 240 x 18.9 mm,1.7 kg,Black,1 Year,35999,11th generation,"(4C / 8T, 2.8 / 4.7GHz, 12MB)",20TD002YUE,,,"Touch Style, Integrated in Power Button",,,,
Microsoft,Surface Pro 9,12th Gen Intel® Core™ i7-1255U,Intel® Iris® Xe Graphics,,16GB LPDDR5 RAM,512GB SSD,Screen: 13” PixelSense™ Flow Display,2880 X 1920 (267 PPI),120 Hz,Windows 11 Home,OPTINAL,Up to 15.5 hours of typical device usage,Windows Hello facial authentication camera (front camera) Front camera and 1080p Full HD video Rear camera 10.0MP autofocus and 1080p 4k HD video recording,"2W stereo speakers with Dolby® Atmos®Footnote8 , Dual far field studio microphones , 2 x USB-C® with USB 4.0/ Thunderbolt™ 4 1 x Surface Connect port 1 x Surface Type Cover port , Wi-Fi 6E: 802.11ax compatible Bluetooth® Wireless 5.1 technology",287 x 209 x 9.3 mm,1.94 lb (879 g),,1-year limited hardware warranty,104999,12th generation,"12M Cache, up to 4.80 GHz, with IPU",,,Arctic Grey,,,,,
HP,255 G8,AMD Ryzen 7-5700U,AMD Radeon Graphics,,8GB DDR4 SDRAM,512GB SSD,"15.6'' Inch FHD SVA, Anti-Glare WLED, 250 nits, eDP micro-edge, 45% NTSC",1920 x 1080,,DOS,Full size textured island-style,"3-cell,",HP TrueVision HD Camera,(2) USB-A 3.2 Gen 1 (1) USB 3.2 Gen 1 Type-C 5 Gbps signaling rate (data transfer only; charging or external monitors not supported) (1) HDMI 1.4b (cable sold separately) (1) RJ-45 (1) AC power port (1) Headphone/microphone combo jack,358 x 242 x 19.9 mm,1.74 kg,Asteroid silver,1 Year,17499,,"up to 4.3 GHz max boost clock, 8 MB L3 cache, 8 cores, 16 threads",,,,,,,,
HP,250 G8,Intel Core I3-1115G4,Intel Iris Xe Graphics,,8GB,256GB SSD,"15.6"" diagonal, HD, narrow bezel, anti-glare, 250 nits, 45% NTSC",1366 x 768,,Windows 10 Home,,"3-cell, 45 Wh Li-ion",720p HD,"1 USB 3.1 Type-C™ Gen 1 (Power delivery, DisplayPort™); 1 USB 3.1 Gen 1; 1 USB 3.0 (charging); 1 HDMI 1.4b; 1 RJ-45; 1 headphone/microphone combo; 1 AC power",364.9 x 256.9 x 19 mm,2 Kg,Black,1 Year,12999,11th generation,"2Core / 4Thread, 3GHz Up to 4.1GHz, 6MB",43W73EA,,,,,,,
Dell,Latitude 3520,Intel Core I5-1135G7,Intel Iris Xe Graphics,,"8GB, 1x8GB, DDR4 Non-ECC",256GB SSD,"15.6"" HD AG Non-Touch, 220nits, Camera & Microp hone, WLAN Capable",1366 x 768,,Dos,"Single Pointing Backlit Keyboard, Arabian, 10 Key Numpad",3 Cell 41Whr ExpressChargeTM Capable Battery,,"Optional uSim card tray, uSD 3.0 card reader slot, Audio jack, USB 2.0, USB 3.2 Gen 1 Type-A port, RJ-45 with status LED, Wedge-shaped lock slot, Power-in, 4.5mm barrel with status LED, HDMI 1.4, USB 3.2 Gen 1 Type-A port, USB 3.2 Gen 2x2 Type-C™ port wit",361 x 240.9 x 18.06 mm,1.79 Kg,Black,1 Year,28899,11th generation,"Intel Core I5-1135G7 4 Core, 8M cache, base 2.4GHz, up to 4.2GHz",,,,,,,,
Dell,Latitude 3520,Intel Core I7-1165G7,Intel Iris Xe Graphics,,"8GB, 1x8GB, DDR4 Non-ECC",M.2 512GB PCIe NVMe Class 35 Solid State Drive,"15.6"" HD AG Non-Touch, 220nits, Camera & Microphone, WLAN Capable",1366 x 768,,Dos,"Single Pointing Backlit Keyboard, Arabian, 10 Key Numpad",3 Cell 41Whr ExpressChargeTM Capable Battery,,"Optional uSim card tray | 2. uSD 3.0 card reader slot | 3. Audio jack | 4. USB 2.0 | 5. USB 3.2 Gen 1 Type-A port | 6. RJ-45 with status LED | 7. Wedge-shaped lock slot | 8. Power-in, 4.5mm barrel with status LED | 9. HDMI 1.4 | 10. USB 3.2 Gen 1 Type-A p",361 x 240.9 x 18.06 mm,1.79 Kg,Black,1 Year,37888,11th generation,"4 Core, 12M Cache, bas e 2.8 GHz, up to 4.7 GHz",,,,"Touch Fingerprint Reader in Power Button, WLAN Capable",,,,
HP,ProBook 450 G9,Intel Core I7-1255U,NVIDIA GeForce MX570 2GB,2GB DDR6,8 GB DDR4-3200 MHz RAM (1 x 8 GB),512 GB PCIe® NVMe™ SSD,"15.6 inches diagonal, HD, narrow bezel, anti-glare, 250 nits, 45% NTSC",1366 x 768,,Dos,"HP Premium Keyboard – spill-resistant, full-size, optional backlit keyboard with numeric keypad","3-cell, 51 Wh Li-ion",720p HD privacy camera,"3 SuperSpeed USB Type-A 5Gbps signaling rate (1 charging, 1 power);  1 SuperSpeed USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1);  1 headphone/microphone combo;  1 AC power;  1 RJ-45;  1 HDMI 2.1b",359.4 x 233.9 x 19.9 mm,1.74 kg,Silver,1 year,42499,12th generation,"up to 4.7 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads",,,,,,,,
Dell,Latitude 3520,Intel Core I7-1165G7,Intel Iris Xe Graphics,,"8GB, 1x8GB, DDR4 Non-ECC",M.2 256GB PCIe NVMe Class 35 Solid State Drive,"15.6"" HD AG Non-Touch, 220nits, Camera & Microphone, WLAN Capable",1366 x 768,,FreeDOS,"Single Pointing Backlit Keyboard, English UK, 10 Key Numpad",3 Cell 41Whr ExpressChargeTM Capable Battery,HD 720p with dual-array mic and physical shutter,"Optional uSim card tray, uSD 3.0 card reader slot, Audio jack, USB 2.0, USB 3.2 Gen 1 Type-A port, RJ-45 with status LED, Wedge-shaped lock slot, Power-in, 4.5mm barrel with status LED, HDMI 1.4, USB 3.2 Gen 1 Type-A port, USB 3.2 Gen 2x2 Type-C™ port wit",361 x 240.9 x 18.06 mm,1.79 Kg,Black,1 Year,28350,11th generation,"4 Core, 12M Cache, bas e 2.8 GHz, up to 4.7 GHz",,,,,,,,
HP,ProBook 450 G9,Intel Core I5-1235U,NVIDIA® GeForce® MX570 2GB,2GB DDR6,8 GB DDR4-3200 MHz RAM (1 x 8 GB),512 GB PCIe® NVMe™ SSD,"15.6"" diagonal, HD, narrow bezel, anti-glare, 250 nits, 45% NTSC",1366 x 768,,FreeDOS,"Spill-resistant, full-size keyboard with numeric keypad","HP Long Life 3-cell, 51 Wh Li-ion",HD 720p with dual-array mic and physical shutter,"3 SuperSpeed USB Type-A 5Gbps signaling rate (1 charging, 1 power); 1 SuperSpeed USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1); 1 headphone/microphone combo; 1 AC power; 1 RJ-45; 1 HDMI 2.1b",359.4 x 233.9 x 19.9 mm,1.74 kg,,1 Year,29999,12th generation,"up to 4.4 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads",5Y3T1EA,,,,,,,
Dell,XPS 13 9305,Intel Core I7-1165G7,Intel Iris Xe Graphics,,"16 GB, Dual Channel, LPDDR4x, 4267 MHz, integrated",512GB PCIe Gen3 x4 SSD,"13.3-inch, FHD 1920 x 1080, 60 Hz,",1920 x 1080,,Windows 11,,"4-cell, 52 WHr lithium-ion",HD 720p with dual-array mic and physical shutter,2 Thunderbolt™ 4 ports with Power Delivery/DisplayPort 1 USB 3.2 Gen 2 Type-C™ port with Power Delivery/DisplayPort 1 Headset (headphone and microphone combo) port,302 x 199 x 15.8 mm,1.16 kg,,1 year,45650,11th generation,"12 MB Cache, 4 Core, up to 4.70 GHz",,,,,,,,
Dell,XPS 13 9305,Intel Core I5-1135G7,Intel Iris Xe Graphics,,"8 GB, Dual Channel, LPDDR4x, 4267 MHz, integrated",512GB PCIe Gen3 x4 SSD,"13.3-inch, FHD 1920 x 1080, 60 Hz,",1920 x 1080,,Windows 11,,"4-cell, 52 WHr lithium-ion",HD 720p with dual-array mic and physical shutter,2 Thunderbolt™ 4 ports with Power Delivery/DisplayPort 1 USB 3.2 Gen 2 Type-C™ port with Power Delivery/DisplayPort 1 Headset (headphone and microphone combo) port,302 x 199 x 15.8 mm,1.16 kg,,1 year,33000,11th generation,"8 MB Cache, 4 Core, up to 4.20 GHz",,,,,,,,
HP,ProBook 450 G8,Intel Core i7-1165G7,NVIDIA® GeForce® MX450 2GB,2 GB GDDR5,8 GB DDR4-3200 MHz RAM (1 x 8 GB),512 GB PCIe® NVMe™ SSD,"15.6"" diagonal, FHD, IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",1920 x 1080,,DOS,"HP Premium Keyboard – spill-resistant, backlit keyboard with numeric keypad","HP Long Life 3-cell, 45 Wh Li-ion",720p HD privacy camera,"3 SuperSpeed USB Type-A 5Gbps signaling rate (1 charging, 1 power); 1 HDMI 1.4b; 1 headphone/microphone combo; 1 AC power; 1 RJ-45",359.4 x 233.9 x 19.9 mm,1.74 kg,,1 Year,26249,11th generation,"up to 4.7 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 4 cores",2X7W9EA,,,,,,,
HP,ProBook 450 G8,Intel Core i7-1165G7,Intel® Iris® Xᵉ Graphics,,8 GB DDR4-3200 MHz RAM (1 x 8 GB),512 GB PCIe® NVMe™ SSD,"15.6"" diagonal, FHD, IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",1920 x 1080,,Dos,"HP Premium Keyboard – spill-resistant, backlit keyboard with numeric keypad","HP Long Life 3-cell, 45 Wh Li-ion",720p HD privacy camera,"1 SuperSpeed USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4);3 SuperSpeed USB Type-A 5Gbps signaling rate (1 charging, 1 power);1 HDMI 1.4b;1 headphone/microphone combo;1 AC power;1 RJ-45",359.4 x 233.9 x 19.9 mm,1.74 kg,,1 year,27600,11th generation,"up to 4.7 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 4 cores, 8 threads",2X7X3EA,,,,,,,
Dell,Latitude 3520,Intel Core I5-1135G7,Nvidia GeForce MX350 2GB,2GB,"8GB, 1x8GB, DDR4 Non-ECC","1TB 2.5"" 5400RPM 7mm SMR Hard Drive","15.6"" HD AG Non-Touch, 220nits, Camera & Microp hone, WLAN Capable",1366 x 768,,DOS,Full-size island-style keyboard with numeric keypad,3 Cell 41Whr,HD 720p with dual-array mic and physical shutter,"Optional uSim card tray, uSD 3.0 card reader slot, Audio jack, USB 2.0, USB 3.2 Gen 1 Type-A port, RJ-45 with status LED, Wedge-shaped lock slot, Power-in, 4.5mm barrel with status LED, HDMI 1.4, USB 3.2 Gen 1 Type-A port, USB 3.2 Gen 2x2 Type-C™ port wit",361 x 240.9 x 18.06 mm,1.79 Kg,Black,1 Year,17299,11th generation,"4 Core, 8M cache, base 2.4GHz, up to 4.2GHz",,65W AC Adapter,,,,,,
Lenovo,ThinkPad E14 Gen 2,Intel Core i5-1135G7,NVIDIA GeForce MX350,2GB DDR5,1x 8GB SO-DIMM DDR4-3200,256GB SSD M.2 2242 PCIe 3.0x4 NVMe,"14"" FHD IPS 250nits Anti-glare",1920 x 1080,,DOS,"Non-backlit, English (UK)",Integrated 45Wh,HD 720p with Privacy Shutter,"1x USB 2.0 1x USB 3.2 Gen 1 (Always On) 1x Thunderbolt 4 / USB 4 40Gbps (support data transfer, Power Delivery 3.0, and DisplayPort 1.4) 1x HDMI 1.4b 1x Ethernet (RJ-45) 1x Headphone / microphone combo jack (3.5mm)",324 x 220 x 17.9 mm,1.64 kg,Black,1 Year,18999,11th generation,"4C / 8T, 2.4 / 4.2GHz, 8MB",20TA006AUE,,,Touch Style,,,,
Lenovo,Thinkpad T14 Gen 2,Intel core I5-1145G7,Integrated Intel Graphics,,16GB DDR4-3200 (Soldered) + 1x Empty SoDIMM Slot,256GB SSD PCLE OPAL 2.0,14'' Inch FHD Non-Touch,1920 x 1080,,Windows 10 Pro,"Keyboard, Arabic, Baclit",3 Cell Li-pol 50 Wh,"720P, IR 2Mic Shutter","1x USB 3.2 Gen 1 1x USB 3.2 Gen 1 ( Always on ) 2x Thunderbolt 4 / USB4 40Gbps ( support data transfer, power Delivery 3.0 and Display port 1.4a) 1x HDMI 2.0 1X Micro SD Card reader 1x Headphone / microphone  combo jack (3.5mm)",17.9 x 329 x 227 mm,1.47 Kg,,3 Years,33249,11th generation,"8M Cache, up to 4.40 GHz, with IPU",,,,Yes,,,,
Lenovo,ThinkPad T14,Intel Core I5-1145G7,Intel UHD Graphics,,16GB LPDDR4x,256GB SSD,"14"" FHD , IPS",1920x1200,,Windows 10 Home,"Keyboard, Arabic, Backlit",50Wh Li-Ion,IR & 720p with Privacy Shutter,"1x USB 3.2 Gen 1  1x USB 3.2 Gen 1 (Always On)  2x Thunderbolt 4 / USB4™ 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4a)  1x HDMI 2.0  1x microSD card reader  1x Headphone / microphone combo jack (3.5mm)",329 x 227 x 17.9 mm,1.46 Kg,Black,1 Year,42299,11th generation,"4 cores 8t, 2.6-4.4GHz, 8MB Cache",,65W 3-pin USB-C,,Yes,,,,
Lenovo,ThinkPad X1 Carbon Gen 9,Intel Core i7-1185G7,Intel Iris Xe Graphics,,16GB Soldered LPDDR4x-4266 (non upgradeable),512GB SSD M.2 2280 PCIe 4.0x4 Performance  NVMe Opal2,"14"" inch WUXGA IPS 400 nits Anti-glare",1920x1200,,Windows 10 Pro,"Keyboard, Arabic, Backlit",Integrated 57Wh,IR & 720p with Privacy Shutter,"1x USB 3.2 Gen 1  1x USB 3.2 Gen 1 (Always On)  2x Thunderbolt 4 / USB4 40Gbps (support data  transfer, Power Delivery 3.0 and DisplayPort  1.4a)  1x HDMI 2.0  1x Headphone / microphone combo jack  (3.5mm)  1x Nano-SIM Card Slot",315 x 221.6 x 14.9 mm,1.133 kg,Black,1 Year,48349,11th generation,"4c 8t, 3.0-4.8GHz, 12MB cache",,,,Yes,,Touchpad with multi-touch gesture support,,
Dell,Latitude 3520,Intel Core i7-1165G7,Intel Iris Xe Graphics,,8GB Ram 1 x 8GB 3200Mhz,"1TB HDD 5400 Rpm 2.5"" Inch","15.6"" Inch HD, 220 Nits,",1366 x 768,,Dos,Full-size keyboard,"41 WHR , 3Cell, LITH",,"Optional uSim card tray | 2. uSD 3.0 card reader slot | 3. Audio jack | 4. USB 2.0 | 5. USB 3.2 Gen 1 Type-A port | 6. RJ-45 with status LED | 7. Wedge-shaped lock slot | 8. Power-in, 4.5mm barrel with status LED | 9. HDMI 1.4 | 10. USB 3.2 Gen 1 Type-A p",361 x 240.9 x 18.06 mm,1.79 Kg,Grey,1 Year,18699,11th generation,"4 Cores, 12MB Cashe 2.80GHz, to 4.70GHz",,65 W AC power adapter,,,,,,
Dell,Latitude 3520,Intel Core I5-1135G7,Intel Iris Xe Graphics,,"4GB, 1x4GB, DDR4 Non-ECC","1TB 2.5"" 5400RPM 7mm SMR","15.6"" Inch HD AG Non-T ouch, 220nits, Camera & Microp hone, WLAN Capable",1366 x 768,,Dos,Single Pointing Backlit Keyboard,3 Cell 41Whr Express Charge Capable Battery,,"Optional uSim card tray, uSD 3.0 card reader slot, Audio jack, USB 2.0, USB 3.2 Gen 1 Type-A port, RJ-45 with status LED, Wedge-shaped lock slot, Power-in, 4.5mm barrel with status LED, HDMI 1.4, USB 3.2 Gen 1 Type-A port, USB 3.2 Gen 2x2 Type-C™ port wit",361 x 240.9 x 18.06 mm,1.79 Kg,Black,1 Year,20000,11th generation,"4 Core, 8M cache, base 2.4GHz, up to 4.2GHz",,65W Type-C EPEAT Adapter,,,,,,
Dell,Latitude 5520,Intel Core I5-1135G7,Intel Iris Xe Graphics,,"4GB, 1x4GB, DDR4 Non-ECC","256GB SSD, M.2 PCIe NVMe Class 35","15.6"" Inch HD, Non-Touch, Anti-Glare, TN, 220nits",1366 x 768,,FreeDOS,Single Pointing Backlit Arabic Keyboard,"3-Cell 42Whr, Express Charge TM Capable Battery",HD Camera Bezel with Mic,uSD 4.0 Memory Card Reader | 2. Global Headset Jack | 3. USB 3.2 Powershare| 4. USB 3.2 | 5. HDMI 2.0 | 6. RJ45 | 7. Wedge Lock Slot | 8. Thunderbolt™ 4 with Power Delivery and DisplayPort (USB Type-C™) | 9. Thunderbolt™ 4 with Power Delivery and DisplayP,357.8 x 233.3 x 19.87 mm,1.59 Kg,Carbon Black,1 year,19950,11th generation,"4 Core, 8M cache, base 2.4GHz, up to 4.2GHz",,,,,,,,
Dell,Latitude 5420,Intel Core I5-1135G7,Intel Iris Xe Graphics,,"4GB, 1x4GB, DDR4 Non-ECC",256GB SSD M.2 PCIe NVMe Class 35,"14"" Inch HD,  Non-Touch, Anti-Glare, TN, 220 nits",1366 x 768,,Dos,Single Point keyboard Arabic with backlit,3-Cell 42Whr Express Charge Capable Battery,HD Camera Bezel with Mic,uSD 4.0 Memory Card Reader | 2. Global Headset Jack | 3. USB 3.2 Powershare | 4. USB 3.2 | 5. HDMI 2.0 | 6. RJ45 | 7. Wedge Lock Slot | 8. Thunderbolt™ 4 with Power Delivery and DisplayPort (USB Type-C™) | 9. Thunderbolt™ 4 with Power Delivery and Displa,321.4 x 212 x 19.3 mm,1.37 Kg,Silver,1 Year,18599,11th generation,"4 Core, 8M cache, base 2.4GHz, up to 4.2GHz",,,,,,,,
Dell,Latitude 3520,Intel Core I5-1135G7,Intel Iris Xe Graphics,,"1X8 GB, 3200MHz DDR4",1 TB HDD,"15.6"" Inch HD",1366 x 768,,Dos,"Single Pointing Backlit Keyboard, Arabian, 10 Key Numpad",3 Cell 41Whr ExpressChargeTM,,"1 USB 3.2 Gen 2x2 Type-C port with DisplayPort alt mode/Power Delivery, 2 USB 3.2 Gen 1 Type-A port, 1 USB 2.0 port, 1 HDMI 1.4a port, 1 RJ-45 Ethernet port, 1 universal audio port, 1 power adapter port",361 x 240.9 x 18.06 mm,1.79 Kg,black,1 Year,21750,11th generation,"(4 Core, 8M cache, base 2.4GHz, up to 4.2GHz)",,65W AC Adapter,,Yes,,Touchpad with multi-touch gesture support,,
Lenovo,ThinkPad E15 Gen2,Intel core i5-1135G7,NVIDIA GeForce MX350,2GB,8GB Ram,256GB SSD,15.6 FHD IPS,1920 x 1080,,Dos,Full-size island-style keyboard with numeric keypad,,HD 720p with dual-array mic and physical shutter,USB-C Thunderbolt™ 4 USB 3.2 Gen 1 Type A (always on) USB 2.0 Gen 1 Type A Headphone / mic combo HDMI 1.4 RJ45,8.9 x 365x 240 mm,1.70kg,Black,1 Year,15407,11th generation,"Intel® Core™ i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",,,,,,Touchpad with multi-touch gesture support,,
Lenovo,THINKBOOK 15,Intel Core i5-1135G7,NVIDIA® GeForce® MX450 2GB GDDR6,2 GB,1x 8GB SO-DIMM DDR4-2666 / Up to 32GB DDR4-2666,"1TB HDD 5400rpm 2.5""","15.6"" FHD  TN 220nits Anti-glare",(1920x1080),,DOS,"Non-backlit, Arabic",Integrated 45Wh,HD 720p with dual-array mic and physical shutter,"1x USB-C 3.1 Gen 1 1x USB 3.1 Gen 1 (Always On) 1x USB 3.1 Gen 1 1x Ethernet (RJ-45) 1x USB-C 3.1 Gen 2 (support data transfer, Power Delivery and DisplayPort) 1x card reader 1x HDMI 1.4b 1x headphone / microphone combo jack (3.5mm) 1x power connector 1x",364 x 245 x 18.9 mm,1.8 kg,Mineral Grey,YEAR,35000,11th generation,"Intel® Core™ i5-1135G7 (4C / 8T, 2.4 / 4.2GHz, 8MB)",20VE000MED,,,,Yes,,,
Lenovo,ThinkBook 14,INTEL CORE i5-1035G1,AMD Radeon™ 630,2GB GDDR5,8 GB DDR4-2666 SO-DIMM (1 x 8 GB),1 TB 5400 rpm SATA HDD,"14.1"" TN, 220 nits, Anti-glare",1920 x 1080,60 Hz,FreeDOS,,3 Cell Integrated Li-Polymer 45Wh battery,720p HD with Privacy Shutter,"1x USB 2.0 1x USB 3.1 Gen 1 1x USB 3.1 Gen 1 (Always On) 1x USB-C 3.1 Gen 1 1x USB-C 3.1 Gen 2 (support data transfer, Power Delivery and DisplayPort™) 1x HDMI 1.4b 1x card reader 1x Ethernet (RJ-45) 1x headphone / microphone combo jack (3.5mm) 1x power c",326 x 230 x 17.9 mm,1.5 kg,Mineral Grey,1 YEAR,20000,10th generation,1.0 GHz up to 3.6 - 6 MB cache - 4 cores,20SL00RKAK,65W,,Yes,Yes,,NO,
Dell,Dell Latitude 3510,Intel® Core™ i5-10210U,NVIDIA GeForce MX230 2GB,2GB GDDR5,"8GB, 2x4GB, DDR4","1TB 2.5"" 5400RPM 7mm SMR Hard Drive","15.6"" FHD WVA An ti-Glare Non-Touch, Camera & Microphone",1920 x 1080,60 Hz,FreeDOS,Internal Grey Arabic Qwerty Backlit Keyboard with numeric Keypad,3 Cell 40Whr,HD 720p with dual-array mic and physical shutter,"1. Optional uSim Card Tray | 2. Micro SD 3.0 SD Reader | 3. Universal Audio Jack | 4. USB 2.0 | 5. USB 3.2 Gen 1 | 6. RJ-45 with status LED | 7. Wedge-shaped Lock Slot | 8. Power-in, 4.5mm barrel with status LED | 9. HDMI 1.4 | 10. USB 3.2 Gen 1 | 11. Doc",17.97 x 361.40 x 247.85 mm,1.79 kg,Black / Grey,1 Year,25000,10th generation,"4 Core, 6M cache, base 1.6GHz, up to 4.2GHz",,65 W AC power adapter,,,Yes,,NO,
ASUS,ProArt P16 H7606WI-ME139W,AMD Ryzen™ AI 9 HX 370,NVIDIA® GeForce RTX™ 4070,8GB GDDR6,64GB LPDDR5X on board,2TB M.2 NVMe™ PCIe® 4.0 SSD,"16.0-inch, 4K OLED 16:10 aspect ratio, 0.2ms response time, 60Hz refresh rate, 400nits, 500nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, 7",3840 x 2400,60 Hz,Windows11 Home,Backlit Chiclet Keyboard,"90WHrs, 4S1P, 4-cell Li-ion",FHD camera with IR function to support Windows Hello,1x USB 3.2 Gen 2 Type-C with support for display / power delivery (data speed up to 10Gbps) 1x USB 4.0 Gen 3 Type-C with support for display / power delivery (data speed up to 40Gbps) 2x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps) 1x HDMI 2.1 FRL 1x 3,354.9 x 246.9 x 14.9 x 17.3 mm,1.85 kg,Nano Black,1 Year,136666,,"36MB Cache, up to 5.1GHz, 12 cores, 24 Threads); AMD XDNA™ NPU up to 50TOPS",90NB1421-M00AB0,,,,,,,
ASUS,Vivobook Pro 15 OLED N6506CU-MA014W,Intel Core Ultra 9 285H,Nvidia GeForce RTX 4050 6GB,6GB GDDR6,24GB 8GB DDR5 on board 16GB DDR5 SO-DIMM,2TB M.2 NVMe™ PCIe® 4.0 SSD,"15.6-inch, 3K OLED 16:9 aspect ratio, 0.2ms response time, 120Hz refresh rate, 400nits, 500nits HDR peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 7",2880 x 1620,120Hz,Windows® 11 Home,"Backlit Chiclet Keyboard with Num-key, 1.4mm Key-travel, Precision touchpad, support DialPad, With Copilot key","75WHrs, 4S1P, 4-cell Li-ion",5.0M camera With privacy shutter,1x USB 3.2 Gen 2 Type-C with support for display / power delivery (data speed up to 10Gbps) 2x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps) 1x Thunderbolt™ 4 with support for display / power delivery (data speed up to 40Gbps) 1x HDMI 2.1 TMDS 1x 3.5mm Co,355.7 x 235.3 x 19.9 ~ 19.9 mm,1.80 kg,Earl Gray,1 year,69499,,"2.9 GHz (24MB Cache, up to 5.4 GHz, 16 cores, 16 Threads); Intel® AI Boost NPU up to 13TOPS",90NB15E3-M00380,,,,,,,
ASUS,ROG Strix G16 G615LR-GR132W,Intel Core Ultra 9 275HX,Nvidia GeForce RTX 5070Ti 12GB,12GB GDDR7,32GB DDR5-5600 SO-DIMM,1TB PCIe® 4.0 NVMe™ M.2 SSD,"16-inch FHD+ 16:10 (1920 x 1200, WUXGA) IPS-level anti-glare display sRGB: 100% Refresh Rate: 165Hz Response Time: 3ms G-Sync MUX Switch + NVIDIA® Advanced Optimus Support Dolby Vision HDR : Yes",1920x1200,165 HZ,Windows 11 Home,Backlit Chiclet Keyboard 4-Zone RGB,"90WHrs, 4S1P, 4-cell Li-ion",1080P FHD IR Camera for Windows Hello,1x 3.5mm Combo Audio Jack 1x HDMI 2.1 FRL 3x USB 3.2 Gen 2 Type-A (data speed up to 10Gbps) 1x 2.5G LAN port 2x Thunderbolt™ 5 with support for DisplayPort™ / power delivery / G-SYNC (data speed up to 120Gbps),354 x 268 x 22.8 ~ 30.8 mm,2.65 Kg,,1 Year,134999,,"2.7 GHz (36MB Cache, up to 5.4 GHz, 24 cores, 24 Threads); Intel® AI Boost NPU up to 13TOPS",90NR0LR1-M008Z0,,,,,,,
HP,Spectre x360 16-F2013DX,Intel Core I7-13700H,Intel Iris Xe Graphics,,16 GB DDR4-3200 MHz RAM (onboard),512 GB PCIe® Gen4 NVMe™ TLC M.2 SSD,"16"" diagonal, 3K+ (3072 x 1920), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, Corning® Gorilla® Glass NBT™, Low Blue Light, 400 nits, 100% sRGB",3072 x 1920,,Windows 11 Home,"Full-size, backlit, nocturne blue keyboard","6-cell, 83 Wh Li-ion polymer","HP True Vision 5MP IR camera with camera shutter, temporal noise reduction and integrated dual array digital microphones","1 USB Type-A 10Gbps signaling rate (HP Sleep and Charge); 2 Thunderbolt™ 4 with USB Type-C® 40Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 1 HDMI 2.1; 1 AC smart pin; 1 headphone/microphone combo",14.09 x 9.66 x 0.78 in,2.15 kg,Nocturne blue,1 Year,68888,13th generation,"up to 5.0 GHz with Intel® Turbo Boost Technology, 24MB L3 cache, 14 cores, 20 threads",7H0Z9UA,90 W Smart AC power adapter,,,,,,
